date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2021/06/10,2021,6,10,chokepoint1,Suez Canal,16,19,3,2,11,40,51,1184648,1324708,18311,4096,657078,2531765,3188843,1692
2021/06/11,2021,6,11,chokepoint1,Suez Canal,16,15,13,2,14,46,60,1041818,584046,69436,10488,640560,1705789,2346350,1693
2021/06/12,2021,6,12,chokepoint1,Suez Canal,16,15,9,2,13,42,55,744071,731110,33570,0,472681,1508752,1981434,1694
2021/06/13,2021,6,13,chokepoint1,Suez Canal,13,13,6,3,20,35,55,706277,619248,15581,6557,639504,1347665,1987170,1695
2021/06/14,2021,6,14,chokepoint1,Suez Canal,16,17,7,3,17,43,60,985037,711527,20374,19253,970354,1736193,2706548,1696
2021/06/15,2021,6,15,chokepoint1,Suez Canal,20,14,7,2,14,43,57,1407305,758730,24490,12584,387022,2203111,2590133,1697
2021/06/16,2021,6,16,chokepoint1,Suez Canal,14,13,6,4,18,37,55,776065,854901,53491,11723,1331854,1696182,3028036,1698
2021/06/17,2021,6,17,chokepoint1,Suez Canal,13,14,8,2,19,37,56,825165,789233,45688,5306,906274,1665393,2571667,1699
2021/06/18,2021,6,18,chokepoint1,Suez Canal,24,11,1,1,13,37,50,1471414,850509,2237,0,753561,2324160,3077722,1700
2021/06/19,2021,6,19,chokepoint1,Suez Canal,12,12,6,3,19,33,52,886782,504335,25719,17210,620906,1434048,2054955,1701
2021/06/20,2021,6,20,chokepoint1,Suez Canal,18,17,8,6,11,49,60,1075453,1143605,21778,28174,556706,2269012,2825718,1702
2021/06/21,2021,6,21,chokepoint1,Suez Canal,21,11,8,0,14,40,54,1059701,882150,27497,0,642555,1969348,2611904,1703
2021/06/22,2021,6,22,chokepoint1,Suez Canal,13,21,10,0,16,44,60,797194,1450709,66070,0,663321,2313974,2977295,1704
2021/06/23,2021,6,23,chokepoint1,Suez Canal,20,4,3,4,12,31,43,1393991,413220,3831,9409,804191,1820452,2624644,1705
2021/06/24,2021,6,24,chokepoint1,Suez Canal,12,21,9,4,9,46,55,738993,881894,54255,14303,405501,1689446,2094948,1706
2021/06/25,2021,6,25,chokepoint1,Suez Canal,19,21,4,3,18,47,65,1257925,957460,10565,12267,1065406,2238218,3303624,1707
2021/06/26,2021,6,26,chokepoint1,Suez Canal,18,14,7,2,22,41,63,1247055,730033,36888,21134,1042704,2035112,3077816,1708
2021/06/27,2021,6,27,chokepoint1,Suez Canal,18,14,4,3,13,39,52,996136,870807,8039,15408,521912,1890391,2412304,1709
2021/06/28,2021,6,28,chokepoint1,Suez Canal,15,19,6,4,26,44,70,1133841,1039758,22998,23941,1330401,2220540,3550942,1710
2021/06/29,2021,6,29,chokepoint1,Suez Canal,19,22,5,5,15,51,66,1201270,1535473,28900,25046,516026,2790691,3306718,1711
2021/06/30,2021,6,30,chokepoint1,Suez Canal,15,7,2,1,18,25,43,1005411,757602,7207,5626,892186,1775849,2668036,1712
2021/07/01,2021,7,1,chokepoint1,Suez Canal,17,16,7,2,13,42,55,1187052,700959,13427,11247,446223,1912686,2358910,1713
2021/07/02,2021,7,2,chokepoint1,Suez Canal,24,10,3,2,14,39,53,1392830,389333,11458,14387,435622,1808010,2243633,1714
2021/07/03,2021,7,3,chokepoint1,Suez Canal,8,12,7,5,16,32,48,623451,760075,59937,25820,859482,1469284,2328766,1715
2021/07/04,2021,7,4,chokepoint1,Suez Canal,17,16,4,2,13,39,52,897339,835906,16035,7231,439028,1756513,2195542,1716
2021/07/05,2021,7,5,chokepoint1,Suez Canal,19,12,6,1,11,38,49,1118901,771993,11798,9194,644531,1911887,2556418,1717
2021/07/06,2021,7,6,chokepoint1,Suez Canal,14,20,4,4,13,42,55,717682,1240495,17200,17769,846210,1993148,2839359,1718
2021/07/07,2021,7,7,chokepoint1,Suez Canal,16,6,4,2,20,28,48,1213841,348443,18432,2811,670771,1583528,2254300,1719
2021/07/08,2021,7,8,chokepoint1,Suez Canal,16,18,7,2,13,43,56,895963,898683,20594,1713,623511,1816955,2440466,1720
2021/07/09,2021,7,9,chokepoint1,Suez Canal,20,16,8,1,17,45,62,1278871,708531,39914,0,1111829,2027317,3139147,1721
2021/07/10,2021,7,10,chokepoint1,Suez Canal,19,13,2,3,12,37,49,1164524,736232,15464,17772,343536,1933994,2277531,1722
2021/07/11,2021,7,11,chokepoint1,Suez Canal,16,18,12,2,14,48,62,1136945,1188657,62546,3881,594689,2392030,2986719,1723
2021/07/12,2021,7,12,chokepoint1,Suez Canal,18,11,4,5,11,38,49,1030576,933818,32861,18247,317589,2015504,2333093,1724
2021/07/13,2021,7,13,chokepoint1,Suez Canal,16,17,2,3,19,38,57,833271,655646,5947,20711,1085351,1515577,2600929,1725
2021/07/14,2021,7,14,chokepoint1,Suez Canal,13,19,6,4,15,42,57,752033,954540,12336,9715,692999,1728626,2421625,1726
2021/07/15,2021,7,15,chokepoint1,Suez Canal,19,8,6,2,12,35,47,1550730,289344,29575,7117,816474,1876769,2693244,1727
2021/07/16,2021,7,16,chokepoint1,Suez Canal,19,13,5,3,19,40,59,1059702,840997,47629,13661,1172275,1961991,3134266,1728
2021/07/17,2021,7,17,chokepoint1,Suez Canal,16,16,4,1,17,37,54,1023189,853541,8233,3365,618689,1888329,2507019,1729
2021/07/18,2021,7,18,chokepoint1,Suez Canal,19,10,4,2,20,35,55,1184098,403438,14504,10237,614857,1612280,2227137,1730
2021/07/19,2021,7,19,chokepoint1,Suez Canal,22,16,6,2,6,46,52,1563040,719054,13052,17351,345781,2312498,2658280,1731
2021/07/20,2021,7,20,chokepoint1,Suez Canal,18,15,3,1,11,37,48,1094572,1016089,2733,5420,766664,2118815,2885480,1732
2021/07/21,2021,7,21,chokepoint1,Suez Canal,13,17,7,3,13,40,53,913029,1235208,25400,11299,649667,2184938,2834606,1733
2021/07/22,2021,7,22,chokepoint1,Suez Canal,17,15,8,4,18,44,62,1161580,971287,53646,18201,852686,2204715,3057401,1734
2021/07/23,2021,7,23,chokepoint1,Suez Canal,18,13,6,2,13,39,52,1175964,927285,50851,13284,575069,2167386,2742455,1735
2021/07/24,2021,7,24,chokepoint1,Suez Canal,15,21,7,2,17,45,62,846497,736553,31218,5410,630615,1619679,2250294,1736
2021/07/25,2021,7,25,chokepoint1,Suez Canal,20,26,6,1,10,53,63,1257615,917608,20497,6023,118030,2201744,2319774,1737
2021/07/26,2021,7,26,chokepoint1,Suez Canal,18,14,10,5,21,47,68,1376526,716324,39466,36195,947493,2168512,3116005,1738
2021/07/27,2021,7,27,chokepoint1,Suez Canal,10,20,10,2,17,42,59,484936,1015765,44311,7533,636123,1552547,2188671,1739
2021/07/28,2021,7,28,chokepoint1,Suez Canal,17,18,5,1,17,41,58,1072260,1008386,9286,5293,915907,2095226,3011133,1740
2021/07/29,2021,7,29,chokepoint1,Suez Canal,16,18,5,6,17,45,62,892747,690494,26622,17427,866849,1627291,2494140,1741
2021/07/30,2021,7,30,chokepoint1,Suez Canal,27,12,7,4,16,50,66,1565080,416484,36008,21921,623596,2039494,2663090,1742
2021/07/31,2021,7,31,chokepoint1,Suez Canal,14,14,7,2,16,37,53,663509,533615,47447,5556,485397,1250129,1735527,1743
2021/08/01,2021,8,1,chokepoint1,Suez Canal,17,14,6,1,20,38,58,971466,740778,29155,3740,903983,1745141,2649124,1744
2021/08/02,2021,8,2,chokepoint1,Suez Canal,19,18,8,2,15,47,62,1243859,813793,24113,11281,695529,2093048,2788577,1745
2021/08/03,2021,8,3,chokepoint1,Suez Canal,13,24,10,3,14,50,64,1099045,1026018,35460,21180,371088,2181705,2552794,1746
2021/08/04,2021,8,4,chokepoint1,Suez Canal,14,20,9,5,11,48,59,618122,1169528,33790,16430,474222,1837872,2312095,1747
2021/08/05,2021,8,5,chokepoint1,Suez Canal,19,20,9,3,14,51,65,825946,560589,24503,0,414111,1411039,1825151,1748
2021/08/06,2021,8,6,chokepoint1,Suez Canal,20,18,5,5,14,48,62,1225003,948212,7180,27003,766491,2207398,2973889,1749
2021/08/07,2021,8,7,chokepoint1,Suez Canal,16,21,2,2,15,41,56,837332,995476,4569,5566,694326,1842944,2537270,1750
2021/08/08,2021,8,8,chokepoint1,Suez Canal,15,25,3,1,14,44,58,592998,1206757,20793,10457,773713,1831007,2604720,1751
2021/08/09,2021,8,9,chokepoint1,Suez Canal,14,14,5,3,23,36,59,735558,839206,15442,6268,1144374,1596474,2740849,1752
2021/08/10,2021,8,10,chokepoint1,Suez Canal,18,22,6,1,22,47,69,1359951,1404216,11087,0,582235,2775255,3357491,1753
2021/08/11,2021,8,11,chokepoint1,Suez Canal,16,27,7,5,18,55,73,1050436,1133315,10036,6649,1130181,2200436,3330618,1754
2021/08/12,2021,8,12,chokepoint1,Suez Canal,16,12,9,3,18,40,58,771567,645493,51585,8558,1127616,1477205,2604822,1755
2021/08/13,2021,8,13,chokepoint1,Suez Canal,17,18,3,3,15,41,56,810838,763114,7060,8175,753320,1589190,2342510,1756
2021/08/14,2021,8,14,chokepoint1,Suez Canal,13,18,4,3,17,38,55,711327,997581,6970,19333,874619,1735213,2609833,1757
2021/08/15,2021,8,15,chokepoint1,Suez Canal,20,23,4,3,10,50,60,1143752,1132570,33012,6328,217168,2315664,2532833,1758
2021/08/16,2021,8,16,chokepoint1,Suez Canal,18,21,10,6,20,55,75,1337322,908964,78028,25789,993978,2350104,3344082,1759
2021/08/17,2021,8,17,chokepoint1,Suez Canal,17,13,4,2,22,36,58,786762,636541,14187,13431,1075564,1450922,2526487,1760
2021/08/18,2021,8,18,chokepoint1,Suez Canal,18,18,6,2,18,44,62,1155515,922073,18648,8218,558648,2104455,2663103,1761
2021/08/19,2021,8,19,chokepoint1,Suez Canal,16,19,5,2,21,42,63,1134400,814380,42867,9721,1102855,2001370,3104225,1762
2021/08/20,2021,8,20,chokepoint1,Suez Canal,24,21,8,2,15,55,70,1270119,863017,42356,3788,525988,2179282,2705270,1763
2021/08/21,2021,8,21,chokepoint1,Suez Canal,17,15,8,1,24,41,65,951945,813798,64977,10828,602743,1841550,2444294,1764
2021/08/22,2021,8,22,chokepoint1,Suez Canal,18,21,7,4,8,50,58,1227310,1228767,35486,27428,177551,2518993,2696544,1765
2021/08/23,2021,8,23,chokepoint1,Suez Canal,17,28,8,5,12,58,70,873565,1303223,45791,8373,476617,2230954,2707572,1766
2021/08/24,2021,8,24,chokepoint1,Suez Canal,18,24,8,2,17,52,69,1207894,1075341,43933,9888,797136,2337058,3134194,1767
2021/08/25,2021,8,25,chokepoint1,Suez Canal,23,14,6,5,13,48,61,1333341,647811,24035,18986,282666,2024174,2306841,1768
2021/08/26,2021,8,26,chokepoint1,Suez Canal,18,21,5,2,16,46,62,835671,1174619,7785,6025,717207,2024102,2741310,1769
2021/08/27,2021,8,27,chokepoint1,Suez Canal,12,18,10,3,22,43,65,644862,997547,27742,11449,1046661,1681602,2728264,1770
2021/08/28,2021,8,28,chokepoint1,Suez Canal,16,24,2,3,14,45,59,1059719,1397293,7122,7699,763201,2471835,3235036,1771
2021/08/29,2021,8,29,chokepoint1,Suez Canal,26,14,8,1,16,49,65,1660199,873852,27226,5509,680340,2566788,3247128,1772
2021/08/30,2021,8,30,chokepoint1,Suez Canal,12,13,3,2,20,30,50,751744,859588,33625,11577,757892,1656535,2414428,1773
2021/08/31,2021,8,31,chokepoint1,Suez Canal,15,22,6,0,16,43,59,946601,1111457,20950,0,607821,2079010,2686831,1774
2021/09/01,2021,9,1,chokepoint1,Suez Canal,18,11,3,1,12,33,45,1269812,529109,2828,5626,884212,1807377,2691590,1775
2021/09/02,2021,9,2,chokepoint1,Suez Canal,14,27,5,2,20,48,68,721053,1434718,28689,13876,835797,2198339,3034136,1776
2021/09/03,2021,9,3,chokepoint1,Suez Canal,21,22,4,2,18,49,67,1080381,1264651,8332,2282,1086832,2355649,3442482,1777
2021/09/04,2021,9,4,chokepoint1,Suez Canal,19,21,5,5,11,50,61,1414584,1024905,5122,29783,479022,2474395,2953418,1778
2021/09/05,2021,9,5,chokepoint1,Suez Canal,22,21,9,2,18,54,72,1459586,601919,34151,4967,726161,2100624,2826786,1779
2021/09/06,2021,9,6,chokepoint1,Suez Canal,17,19,4,2,21,42,63,1029352,1456035,42120,13748,653368,2541257,3194626,1780
2021/09/07,2021,9,7,chokepoint1,Suez Canal,19,29,4,0,15,52,67,1251313,1277940,39038,0,826211,2568292,3394504,1781
2021/09/08,2021,9,8,chokepoint1,Suez Canal,16,23,11,1,21,51,72,648059,1201996,33016,2747,887502,1885819,2773322,1782
2021/09/09,2021,9,9,chokepoint1,Suez Canal,20,17,1,5,13,43,56,887186,986893,0,16919,534095,1891000,2425095,1783
2021/09/10,2021,9,10,chokepoint1,Suez Canal,15,15,2,6,24,38,62,665947,700575,4844,11844,779352,1383212,2162564,1784
2021/09/11,2021,9,11,chokepoint1,Suez Canal,14,12,3,1,13,30,43,1026296,906989,12169,3863,467533,1949318,2416852,1785
2021/09/12,2021,9,12,chokepoint1,Suez Canal,17,14,3,5,23,39,62,1130103,798099,26751,13263,1355791,1968218,3324009,1786
2021/09/13,2021,9,13,chokepoint1,Suez Canal,19,15,4,3,12,41,53,821412,759434,35353,30302,594993,1646502,2241496,1787
2021/09/14,2021,9,14,chokepoint1,Suez Canal,14,19,8,1,22,42,64,916352,749565,42629,0,602298,1708547,2310845,1788
2021/09/15,2021,9,15,chokepoint1,Suez Canal,25,18,6,5,10,54,64,1268985,1235654,31988,12245,500775,2548874,3049650,1789
2021/09/16,2021,9,16,chokepoint1,Suez Canal,15,25,1,2,16,43,59,715766,1444470,18825,3992,731884,2183055,2914939,1790
2021/09/17,2021,9,17,chokepoint1,Suez Canal,23,13,2,4,18,42,60,1239954,560269,4339,11166,1035542,1815729,2851271,1791
2021/09/18,2021,9,18,chokepoint1,Suez Canal,17,25,5,0,21,47,68,1037067,1306750,46995,0,547081,2390814,2937895,1792
2021/09/19,2021,9,19,chokepoint1,Suez Canal,20,17,9,1,24,47,71,1173148,794517,43961,11084,1061945,2022712,3084658,1793
2021/09/20,2021,9,20,chokepoint1,Suez Canal,14,21,5,6,17,46,63,839218,1107629,16975,19972,620959,1983795,2604754,1794
2021/09/21,2021,9,21,chokepoint1,Suez Canal,14,24,5,2,20,45,65,972158,1072798,17402,8703,1135996,2071063,3207059,1795
2021/09/22,2021,9,22,chokepoint1,Suez Canal,23,20,10,2,14,55,69,1134111,884358,54949,15346,671387,2088765,2760153,1796
2021/09/23,2021,9,23,chokepoint1,Suez Canal,19,18,6,2,14,45,59,982701,1172006,34187,9202,785688,2198098,2983786,1797
2021/09/24,2021,9,24,chokepoint1,Suez Canal,20,22,10,2,13,54,67,1183960,1192915,62531,13889,472059,2453297,2925356,1798
2021/09/25,2021,9,25,chokepoint1,Suez Canal,19,15,4,1,16,39,55,1222007,1216973,18052,4374,937139,2461407,3398547,1799
2021/09/26,2021,9,26,chokepoint1,Suez Canal,21,18,11,1,16,51,67,1256307,785091,39413,1684,850879,2082498,2933377,1800
2021/09/27,2021,9,27,chokepoint1,Suez Canal,17,11,3,1,14,32,46,1051989,334563,9293,6068,932742,1401914,2334657,1801
2021/09/28,2021,9,28,chokepoint1,Suez Canal,15,26,7,6,26,54,80,846026,966866,44635,35918,1216540,1893447,3109987,1802
2021/09/29,2021,9,29,chokepoint1,Suez Canal,22,28,3,4,25,57,82,1035686,1595436,11460,14886,1278740,2657470,3936210,1803
2021/09/30,2021,9,30,chokepoint1,Suez Canal,16,20,8,3,15,47,62,834454,824402,44333,4469,626456,1707660,2334116,1804
2021/10/01,2021,10,1,chokepoint1,Suez Canal,18,7,4,2,23,31,54,958039,400147,22111,4220,783716,1384519,2168236,1805
2021/10/02,2021,10,2,chokepoint1,Suez Canal,13,24,5,3,17,45,62,751433,744950,13818,14414,723160,1524615,2247776,1806
2021/10/03,2021,10,3,chokepoint1,Suez Canal,16,20,8,1,12,45,57,839398,1273184,19911,3099,245619,2135593,2381213,1807
2021/10/04,2021,10,4,chokepoint1,Suez Canal,16,11,4,8,12,39,51,746523,665851,6098,22104,766216,1440578,2206794,1808
2021/10/05,2021,10,5,chokepoint1,Suez Canal,26,26,5,0,18,57,75,2035836,1340940,7999,0,826739,3384776,4211515,1809
2021/10/06,2021,10,6,chokepoint1,Suez Canal,22,16,3,3,15,44,59,1296101,853046,12186,7926,786173,2169260,2955434,1810
2021/10/07,2021,10,7,chokepoint1,Suez Canal,15,13,6,4,19,38,57,669533,551211,48275,17530,650496,1286550,1937047,1811
2021/10/08,2021,10,8,chokepoint1,Suez Canal,19,27,6,4,14,56,70,759895,1409067,21079,27752,649637,2217796,2867433,1812
2021/10/09,2021,10,9,chokepoint1,Suez Canal,15,14,4,3,23,36,59,761925,810442,38845,17433,1180333,1628647,2808980,1813
2021/10/10,2021,10,10,chokepoint1,Suez Canal,11,26,5,1,17,43,60,662321,1353960,14666,0,852845,2030948,2883793,1814
2021/10/11,2021,10,11,chokepoint1,Suez Canal,24,19,8,4,14,55,69,1258599,996338,36569,11720,507515,2303227,2810742,1815
2021/10/12,2021,10,12,chokepoint1,Suez Canal,22,17,6,5,14,50,64,1424628,1288739,13146,23793,604473,2750307,3354780,1816
2021/10/13,2021,10,13,chokepoint1,Suez Canal,20,18,7,5,10,50,60,1287356,646988,46103,18096,524730,1998544,2523274,1817
2021/10/14,2021,10,14,chokepoint1,Suez Canal,13,20,10,4,13,47,60,544276,568149,78743,15137,391821,1206306,1598128,1818
2021/10/15,2021,10,15,chokepoint1,Suez Canal,26,10,5,1,17,42,59,1163638,843451,22763,0,815243,2029852,2845096,1819
2021/10/16,2021,10,16,chokepoint1,Suez Canal,18,21,7,3,22,49,71,1187441,765286,50379,14950,890273,2018058,2908332,1820
2021/10/17,2021,10,17,chokepoint1,Suez Canal,17,26,4,1,16,48,64,1014808,1269749,20941,6652,869145,2312152,3181297,1821
2021/10/18,2021,10,18,chokepoint1,Suez Canal,17,17,3,3,22,40,62,752724,1000632,15774,15358,1458548,1784490,3243038,1822
2021/10/19,2021,10,19,chokepoint1,Suez Canal,18,17,4,2,16,41,57,1048628,942046,18558,11250,454620,2020483,2475104,1823
2021/10/20,2021,10,20,chokepoint1,Suez Canal,17,19,4,2,22,42,64,1149470,966853,15573,10369,831566,2142267,2973833,1824
2021/10/21,2021,10,21,chokepoint1,Suez Canal,25,12,6,2,21,45,66,1850584,554829,60751,9745,941644,2475910,3417555,1825
2021/10/22,2021,10,22,chokepoint1,Suez Canal,23,19,2,4,19,48,67,1496890,1503794,4057,16158,1189943,3020901,4210845,1826
2021/10/23,2021,10,23,chokepoint1,Suez Canal,6,15,5,0,10,26,36,236116,1142208,51989,0,339985,1430314,1770299,1827
2021/10/24,2021,10,24,chokepoint1,Suez Canal,21,27,8,3,19,59,78,1133232,1305587,37650,9160,976840,2485631,3462472,1828
2021/10/25,2021,10,25,chokepoint1,Suez Canal,9,9,5,1,19,24,43,450392,502602,43307,3717,1219933,1000019,2219953,1829
2021/10/26,2021,10,26,chokepoint1,Suez Canal,17,29,3,2,16,51,67,962044,1000585,6096,4776,644366,1973502,2617868,1830
2021/10/27,2021,10,27,chokepoint1,Suez Canal,18,16,7,3,17,44,61,1028545,955617,22907,13084,676764,2020154,2696918,1831
2021/10/28,2021,10,28,chokepoint1,Suez Canal,10,20,8,2,17,40,57,628956,749026,55554,4604,720306,1438142,2158448,1832
2021/10/29,2021,10,29,chokepoint1,Suez Canal,18,16,7,3,13,44,57,943876,1149998,71288,9214,871077,2174379,3045456,1833
2021/10/30,2021,10,30,chokepoint1,Suez Canal,18,22,10,1,17,51,68,885240,799899,68172,5143,1179070,1758455,2937525,1834
2021/10/31,2021,10,31,chokepoint1,Suez Canal,18,15,6,3,21,42,63,950854,773006,50763,9843,1326251,1784467,3110719,1835
2021/11/01,2021,11,1,chokepoint1,Suez Canal,21,23,5,1,13,50,63,1146440,1072558,30888,6851,394900,2256738,2651639,1836
2021/11/02,2021,11,2,chokepoint1,Suez Canal,11,19,6,4,28,40,68,704945,1271470,32808,24797,1205444,2034022,3239466,1837
2021/11/03,2021,11,3,chokepoint1,Suez Canal,19,18,6,3,16,46,62,1083311,522956,13191,16350,643850,1635810,2279660,1838
2021/11/04,2021,11,4,chokepoint1,Suez Canal,16,16,9,1,16,42,58,857907,779278,16324,0,573779,1653510,2227290,1839
2021/11/05,2021,11,5,chokepoint1,Suez Canal,21,15,6,4,28,46,74,1211592,829878,17853,15444,1000857,2074769,3075626,1840
2021/11/06,2021,11,6,chokepoint1,Suez Canal,17,12,9,4,14,42,56,1259937,627860,39364,18920,532428,1946083,2478511,1841
2021/11/07,2021,11,7,chokepoint1,Suez Canal,19,8,4,5,18,36,54,1161255,209811,11034,25247,771780,1407347,2179128,1842
2021/11/08,2021,11,8,chokepoint1,Suez Canal,19,12,2,1,19,34,53,1061180,884665,21231,948,449692,1968026,2417718,1843
2021/11/09,2021,11,9,chokepoint1,Suez Canal,15,21,10,3,18,49,67,1030433,869964,59100,13710,539352,1973209,2512561,1844
2021/11/10,2021,11,10,chokepoint1,Suez Canal,18,19,7,5,18,49,67,980350,949454,40600,15792,894479,1986198,2880678,1845
2021/11/11,2021,11,11,chokepoint1,Suez Canal,18,12,4,4,17,38,55,907394,384060,19604,16791,1131094,1327851,2458946,1846
2021/11/12,2021,11,12,chokepoint1,Suez Canal,13,16,7,2,21,38,59,923975,977475,18755,6513,717363,1926720,2644084,1847
2021/11/13,2021,11,13,chokepoint1,Suez Canal,11,13,3,1,15,28,43,617458,604650,15217,4917,711421,1242244,1953665,1848
2021/11/14,2021,11,14,chokepoint1,Suez Canal,23,24,6,5,21,58,79,1148049,986529,25566,29613,833162,2189758,3022920,1849
2021/11/15,2021,11,15,chokepoint1,Suez Canal,27,13,9,2,13,51,64,2002077,950995,41232,6413,529483,3000719,3530202,1850
2021/11/16,2021,11,16,chokepoint1,Suez Canal,21,19,8,2,13,50,63,1012193,1042025,44504,7177,547136,2105900,2653037,1851
2021/11/17,2021,11,17,chokepoint1,Suez Canal,18,23,5,3,17,49,66,1029789,1214017,11210,7774,851932,2262792,3114724,1852
2021/11/18,2021,11,18,chokepoint1,Suez Canal,18,21,5,3,9,47,56,1276737,1185300,17446,3456,715636,2482941,3198577,1853
2021/11/19,2021,11,19,chokepoint1,Suez Canal,20,17,5,5,22,47,69,1353234,745800,18961,30973,1013378,2148971,3162349,1854
2021/11/20,2021,11,20,chokepoint1,Suez Canal,14,21,6,2,21,43,64,665825,1078818,18907,0,742011,1763551,2505562,1855
2021/11/21,2021,11,21,chokepoint1,Suez Canal,13,17,5,6,17,41,58,624170,778101,48974,30950,605844,1482197,2088041,1856
2021/11/22,2021,11,22,chokepoint1,Suez Canal,17,20,5,2,23,44,67,886007,747539,10333,7620,1020753,1651500,2672254,1857
2021/11/23,2021,11,23,chokepoint1,Suez Canal,21,24,5,4,14,54,68,1473033,1647162,16577,18845,855132,3155618,4010751,1858
2021/11/24,2021,11,24,chokepoint1,Suez Canal,16,12,8,5,20,41,61,1026701,664389,75666,31481,1001942,1798239,2800181,1859
2021/11/25,2021,11,25,chokepoint1,Suez Canal,21,18,5,1,20,45,65,1343533,747513,21916,4870,893504,2117834,3011339,1860
2021/11/26,2021,11,26,chokepoint1,Suez Canal,23,20,4,2,15,49,64,1050563,1406720,34152,3902,530210,2495338,3025548,1861
2021/11/27,2021,11,27,chokepoint1,Suez Canal,22,22,4,3,16,51,67,1630978,892398,19458,6825,473584,2549660,3023245,1862
2021/11/28,2021,11,28,chokepoint1,Suez Canal,18,26,6,2,20,52,72,954396,1636909,16819,11459,228058,2619585,2847644,1863
2021/11/29,2021,11,29,chokepoint1,Suez Canal,18,20,1,2,18,41,59,1197960,1515838,3306,14550,333617,2731655,3065272,1864
2021/11/30,2021,11,30,chokepoint1,Suez Canal,24,16,4,4,21,48,69,1457026,767011,16875,15678,950435,2256591,3207026,1865
2021/12/01,2021,12,1,chokepoint1,Suez Canal,16,17,6,2,16,41,57,990292,724666,28580,10316,577502,1753855,2331358,1866
2021/12/02,2021,12,2,chokepoint1,Suez Canal,8,12,4,2,20,26,46,601745,668320,5750,7424,940801,1283241,2224043,1867
2021/12/03,2021,12,3,chokepoint1,Suez Canal,17,11,5,4,18,37,55,1275436,550080,43567,15029,877941,1884113,2762055,1868
2021/12/04,2021,12,4,chokepoint1,Suez Canal,15,22,4,4,20,45,65,768754,1099827,36546,25161,419620,1930289,2349909,1869
2021/12/05,2021,12,5,chokepoint1,Suez Canal,17,13,6,2,14,38,52,1207509,641701,37165,7865,729084,1894241,2623325,1870
2021/12/06,2021,12,6,chokepoint1,Suez Canal,19,28,2,4,15,53,68,1068857,1682849,24631,12100,644851,2788439,3433291,1871
2021/12/07,2021,12,7,chokepoint1,Suez Canal,22,9,3,0,19,34,53,1397168,666779,6166,0,810368,2070114,2880482,1872
2021/12/08,2021,12,8,chokepoint1,Suez Canal,14,20,7,4,10,45,55,750149,1167784,30574,21510,479666,1970018,2449685,1873
2021/12/09,2021,12,9,chokepoint1,Suez Canal,20,23,4,0,21,47,68,1176622,1107075,17200,0,724610,2300898,3025509,1874
2021/12/10,2021,12,10,chokepoint1,Suez Canal,24,21,3,5,16,53,69,1424171,1711247,7289,21002,614856,3163710,3778567,1875
2021/12/11,2021,12,11,chokepoint1,Suez Canal,19,14,6,4,15,43,58,1406855,887303,9748,13861,861880,2317768,3179649,1876
